UniqueCount	AmbigCount
0	12
0	1
23	1294
0	0
0	13
0	4
0	0
0	0
0	0
0	0
0	0
0	0
11	59
0	1
0	5
0	1
0	0
2	28
12	26
3	118
0	42
0	16
65	7
0	7
0	130
0	0
0	0
0	0
0	1
8	1509
1	238
4	348
10	226
83	180
0	3
0	144
0	54
0	6
0	12
0	5
0	12
0	4
0	4
0	0
0	0
0	1
0	0
3	2
0	0
5	0
2	136
0	31
0	43
0	43
22	17
0	23
0	31
2	11
0	0
0	0
0	0
0	17
25	224
0	6
0	3
0	3
0	3
0	2
0	2
0	0
0	0
0	14
0	1
0	0
0	1
0	4
0	0
3902	27768
8967	105800
22502	433212
0	0
53	6322
1	0
174534	59853
177	14727
0	0
0	0
0	18
129	939
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	66
0	0
13	0
0	1
0	0
0	2
0	24
0	55
4106	459
0	67
4	76
0	85
0	20
0	20
1	451
0	165
0	96
0	59
0	58
0	0
0	62
33	3
0	19
0	1
16	17
0	0
0	0
0	0
4	0
0	0
12	1
0	1
0	0
0	1
0	0
0	94
0	99
0	100
0	99
0	100
0	100
0	100
0	99
0	100
0	94
0	2
0	0
0	1
0	0
0	0
40	477
203	1485
25	1385
0	0
0	346
16	2
18	47
0	40
7	10
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	3
54	0
10	45
10	38
14	19
0	10
0	813
0	603
463	813
0	0
0	0
57	2935
5	3147
4	0
0	22
1	148
20	115
0	1
0	42
0	312
426	1108
0	40
4	47
0	7
0	47
0	0
0	29
0	17
0	0
0	0
0	200
3	193
0	227
0	232
20	163
3	207
0	207
0	27
1	126
0	85
0	67
0	72
0	27
0	10
0	11
0	17
0	5
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
1	12
0	6
0	10
2	1
1	1
0	0
9	1039
0	739
0	894
181	796
33	684
10	242
1	136
337	0
0	0
0	0
1	1
0	1
0	0
47	0
8	2195
0	2419
25	2124
22	1125
0	1028
0	932
8	916
34	189
0	987
0	564
0	121
0	236
0	329
0	228
0	113
0	0
0	33
0	35
0	101
22	0
0	0
73	0
