UniqueCount	AmbigCount
0	13
0	0
49	1158
0	0
0	22
0	4
0	0
0	0
0	0
0	0
0	0
0	0
6	77
0	1
0	0
0	4
0	0
3	35
13	33
1	239
0	36
0	15
44	2
0	2
2	138
0	0
0	0
0	0
0	0
15	1541
2	228
0	374
0	227
108	233
0	0
0	133
0	52
0	7
0	1
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	5
42	15
0	0
25	1
10	246
0	28
0	139
0	91
20	12
0	20
0	27
14	32
0	0
0	0
0	0
0	27
22	349
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	5
0	0
0	0
6584	29378
11185	78631
14531	370772
0	0
42	4069
0	1
35471	43760
86	9621
0	0
0	0
0	25
320	1690
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	27
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	154
0	0
19	0
0	1
0	0
0	3
0	8
0	13
745	106
0	14
0	13
0	16
0	3
0	3
0	103
0	34
0	22
0	10
0	14
0	0
0	12
18	2
0	1
0	0
1	1
0	0
0	0
0	0
2	0
0	0
10	4
0	3
0	1
0	0
0	0
0	143
0	145
0	146
0	146
0	146
0	146
0	145
0	145
0	145
0	143
0	3
0	0
0	2
0	0
0	0
166	637
146	1305
18	1281
0	0
0	245
6	3
162	486
44	517
10	91
0	132
15	0
0	0
0	0
0	0
0	0
0	0
0	6
0	6
0	6
44	0
2	25
3	19
32	22
0	15
0	261
0	194
130	261
0	0
0	0
54	1623
2	1705
9	0
0	24
5	76
14	53
0	1
12	29
0	147
459	724
0	18
16	91
0	15
0	91
0	0
0	47
0	51
0	0
0	0
2	196
1	190
0	232
0	234
34	141
5	203
0	206
0	28
3	148
0	108
0	80
0	89
0	39
1	18
0	15
0	22
0	7
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
4	11
0	5
0	7
1	3
2	3
0	0
17	1401
0	1053
0	1244
129	880
0	712
9	298
5	228
528	0
0	2
0	0
1	2
0	0
0	0
5	0
4	631
0	680
2	592
11	367
0	338
0	289
0	285
11	63
0	294
0	171
0	40
0	74
0	90
0	59
0	31
0	0
0	6
0	7
0	27
5	0
0	0
3	0
2	426
0	322
19	405
0	414
0	22
9	375
0	0
3	99
56	3189
126	3045
35	1825
0	1858
6	21
0	212
12	458
11	16
49	644
0	361
84	161
0	211
0	1
0	0
6	105
3	28
2	4
0	58
11	50
1	892
0	1432
0	1434
1	1094
0	689
1	1506
0	291
0	1241
0	1098
121	928
0	518
10	961
0	1420
2	1094
0	936
0	1110
0	1274
0	350
1	188
9	123
0	934
0	217
0	280
0	300
4	178
0	216
0	383
0	21
11	132
1	467
2	228
0	271
0	349
0	318
0	317
4	34
26	18
0	183
0	307
2	240
11	144
3	120
0	161
0	49
0	52
0	46
0	74
0	3
0	0
0	0
0	0
1	0
5	177
437	291
0	124
10	0
0	2458
49	2603
0	1457
50	734
0	639
12	396
0	114
3	146
0	0
0	182
8	206
0	217
